RAMP3,CRCP
AGR2 ,PTGDS 
AGR2 ,MUC2 
AGR2 ,PTPRH 
AGR2 ,IL20RA 
AGR2 ,FCGBP 
SOD1 ,THNSL2 
SOD1 ,RDH8 
F8 ,VWF 
PNP ,TFRC 
PNP ,ALDOA 
PNP ,ANXA1 
PNP ,KRT1 
PNP ,ITGB1 
PNP ,ANXA2 
PNP ,HSP90AA1
PNP ,LGALS1 
PNP ,HMGB1 
PNP ,ITGA4 
PNP ,PKM 
PNP ,VCAM1 
PNP ,AP2M1 
EGFR ,EGF 
EGFR ,TGFA 
EGFR ,FN1 
EGFR ,TFRC 
EGFR ,ANXA1 
EGFR ,APOB 
EGFR ,KRT1 
EGFR ,ERBB2 
EGFR ,ERBB2
EGFR ,ITGB3 
EGFR ,S100A8 
EGFR ,ICAM1 
EGFR ,GSN 
EGFR ,S100A9 
EGFR ,ITGAV 
EGFR ,ANXA2 
EGFR ,PTPRC 
EGFR ,MET 
EGFR ,PTPRF 
EGFR ,CDH1 
EGFR ,PKM 
EGFR ,HSP90B1 
EGFR ,AREG 
EGFR ,ITGB4 
EGFR ,LGALS3 
EGFR ,PTPRA 
EGFR ,ERBB3 
EGFR ,PTPRD 
EGFR ,GRK2 
EGFR ,EPHA2 
EGFR ,AGTR1 
EGFR ,PRSS3 
EGFR ,PTGDS 
EGFR ,MASP1 
EGFR ,MMP14 
EGFR ,HNRNPM
EGFR ,EPHB4 
EGFR ,B2M 
EGFR ,EFNB1 
EGFR ,ROR1 
EGFR ,DST 
EGFR ,PTPRJ 
EGFR ,PTPRS
EGFR ,ALCAM 
EGFR ,ITPR3 
EGFR ,PON2 
EGFR ,ERBB4
EGFR ,HTRA1 
EGFR ,NELL1 
EGFR ,AP2M1 
EGFR ,SERAC1 
EGFR ,HBEGF 
EGFR ,OLFM1 
EGFR ,S100A14 
EGFR ,TAOK2 
EGFR ,COL17A1 
DNASE1 ,GSN 
F2 ,SERPINC1 
F2 ,APOA1 
F2 ,APOE 
F2 ,APOA2 
F2 ,FGA 
F2 ,FN1 
F2 ,AMBP 
F2 ,AHSG 
F2 ,ALB 
F2 ,F11 
F2 ,KRT1 
F2 ,SERPIND1 
F2 ,PRSS1 
F2 ,THBS1 
F2 ,F5 
F2 ,ITGA2 
F2 ,DCC 
F2 ,C1QBP 
F2 ,SLC1A5 
F2 ,F2RL3 
F2 ,HGF 
C1R ,C1QA 
C1R ,C1QB 
C1R ,PTX3 
HP ,PIGR 
HP ,APOA1 
HP ,APOE 
HP ,FGA 
HP ,FGB 
HP ,FN1 
HP ,ALB 
HP ,TF 
HP ,KRT1 
HP ,ITGB2 
HP ,S100A8 
HP ,KLK3 
HP ,CTSL 
HP ,F7 
HP ,ITGAM 
HP ,ADRA1B 
HP ,CDSN 
HP ,CD163 
HP ,OR2T6 
HP ,OR8D2 
HP ,GABBR1 
HP ,LAMC3 
HPR ,APOA1 
F9 ,SERPINC1 
F9 ,LRP1 
F10 ,PLG 
F10 ,PLAT 
F10 ,APOH 
F10 ,SERPINA5 
F10 ,F7 
F10 ,F7
F10 ,TFPI 
F10 ,TFPI
F10 ,F5 
F10 ,F3 
F10 ,F3
CFD ,CFB 
CFD ,CST3 
CFD ,APOA1 
CFD ,APOE 
CFD ,APOA2 
CFD ,APOC2 
CFD ,FGA 
CFD ,FN1 
CFD ,AHSG 
CFD ,ALB 
CFD ,PPBP 
CFD ,HPX 
CFD ,KRT1 
CFD ,GSN 
CFD ,KLK3 
CFD ,CTSL 
CFD ,CFH 
CFD ,SERPINF2 
CFD ,F7 
CFD ,F7
CFD ,C4A 
CFD ,PF4V1 
CFD ,ITIH1 
CFD ,PRSS3 
CFD ,ADRA1B 
CFD ,OR3A2 
CFD ,DCD 
CFD ,SLC1A5
CFD ,OR2T6 
CFD ,RYR2 
CFD ,OR8D2 
PLG ,KNG1
PLG ,NGF 
PLG ,APOA1 
PLG ,FGA 
PLG ,FN1 
PLG ,ALB 
PLG ,TF 
PLG ,HRG 
PLG ,KRT1 
PLG ,SERPINE1 
PLG ,SERPIND1 
PLG ,KLK3 
PLG ,ANXA2 
PLG ,CTSL 
PLG ,THBS1 
PLG ,SERPINF2 
PLG ,CLU 
PLG ,F3
PLG ,IGFBP3 
PLG ,CXCL2 
PLG ,LAMA1 
PLG ,PRSS3 
PLG ,TGM4 
PLG ,F2RL1 
PLG ,GDF10 
PLG ,LAMA3
PLG ,SERPINI1 
F12 ,KNG1 
F12 ,C1QBP 
PLAU ,PLAT 
PLAU ,SERPINE1 
PLAU ,NID1 
PLAU ,PLAUR 
PLAU,SERPINE1 
PLAU,SERPINA5 
PLAU,CTSB 
PLAU,SERPINF2 
PLAU,HGF
PLAU,NID1 
PLAU,VLDLR
PLAU,LRP2 
PLAU,PLAUR
PLAT ,FGA 
PLAT ,SERPINE1 
PLAT ,CLEC3B 
PLAT ,ANXA2 
PLAT ,LAMA1 
PLAT ,LRP1 
PLAT ,SERPINI1 
CFB ,C3 
CFB ,CST3 
CFB ,APOA1 
CFB ,APOE 
CFB ,APOA2 
CFB ,APOC2 
CFB ,FGA 
CFB ,FN1 
CFB ,AHSG 
CFB ,ALB 
CFB ,PPBP 
CFB ,HPX 
CFB ,KRT1 
CFB ,GSN 
CFB ,KLK3 
CFB ,CTSL 
CFB ,CFH 
CFB ,F7 
CFB ,F7
CFB ,C4A 
CFB ,C4B 
CFB ,PF4V1 
CFB ,ITIH1 
CFB ,CR2 
CFB ,CFP 
CFB ,PRSS3 
CFB ,ADRA1B 
CFB ,OR3A2 
CFB ,DCD 
CFB ,SLC1A5
CFB ,OR2T6 
CFB ,RYR2 
CFB ,OR8D2 
CFB ,LAMC3 
REN ,CTSB 
REN ,PCSK1 
SPINK1 ,TMPRSS15 
SERPINC1 ,GZMA 
SERPINC1 ,KLK2
SERPINC1 ,C1QBP 
SERPINC1 ,KLK6
SERPINA3 ,MMP1 
SERPINA3 ,ERBB2
SERPINA3 ,APP
SERPINA3 ,KLK3 
SERPINA3 ,CTSG 
SERPINA3 ,F5 
SERPINA3 ,KLK2
SERPINA3 ,CMA1 
SERPINA3 ,CTRL 
SERPINA3 ,GZMM 
SERPINA3 ,LRP1 
SERPINA3 ,CTRC 
SERPINA3 ,KLK4 
SERPINA3 ,LAMC3 
A2M ,NGF 
A2M ,IL1B 
A2M ,PIGR 
A2M ,APOE 
A2M ,AMBP 
A2M ,TFRC 
A2M ,LCAT 
A2M ,APP 
A2M ,APOD 
A2M ,ALPP 
A2M ,ITGB1 
A2M ,ITGAV 
A2M ,KLK3 
A2M ,CTSD 
A2M ,PSAP 
A2M ,CTSB 
A2M ,GUSB 
A2M ,CTSG 
A2M ,ITGA5 
A2M ,RPSA 
A2M ,FGF2 
A2M ,PAEP 
A2M ,CXCL8 
A2M ,CLU 
A2M ,LAMC1 
A2M ,IGF2R 
A2M ,FOLR1 
A2M ,CD44 
A2M ,ANXA7 
A2M ,AZU1 
A2M ,M6PR 
A2M ,COL5A1 
A2M ,IL10 
A2M ,PRTN3 
A2M ,ITGA3 
A2M ,L1CAM 
A2M ,FBN1 
A2M ,BSG 
A2M ,BTD 
A2M ,HSPA13 
A2M ,MASP1 
A2M ,PPT1 
A2M ,ATP1B3 
A2M ,VCP 
A2M ,IL2 
A2M ,B2M 
A2M ,LRP1 
A2M ,LGALS3BP 
A2M ,P3H1 
A2M ,TREML2 
A2M ,CD276 
A2M ,SCARB1 
A2M ,TSPEAR 
A2M ,TNFRSF14 
A2M ,S1PR5 
A2M ,SIAE 
A2M ,ARL8B 
A2M ,PCYOX1 
A2M ,DPP7 
A2M ,HYOU1 
C3 ,C5 
C3 ,APOA1 
C3 ,FN1 
C3 ,GC 
C3 ,GC
C3 ,TFRC 
C3 ,KRT1 
C3 ,ITGB2 
C3 ,CFI 
C3 ,C2 
C3 ,CTSG 
C3 ,RPSA 
C3 ,C1S 
C3 ,C4B 
C3 ,ITGAM 
C3 ,CD46 
C3 ,CD46
C3 ,CR1 
C3 ,CR2 
C3 ,M6PR 
C3 ,ITGAX 
C3 ,LAMA1 
C3 ,PTX3 
C3 ,CFP 
C3 ,BSG 
C3 ,MASP1 
C3 ,HNRNPM 
C3 ,ATP1B3 
C3 ,RUNX1 
C3 ,RUNX1
C3 ,CFHR3 
C3 ,C1QBP 
C3 ,LRP1 
C3 ,PAPPA 
C3 ,SLC1A5 
C3 ,HSD17B12 
C3 ,OLFM4 
C3 ,SV2A 
C3 ,OR5H6 
C3 ,CFHR4 
C3 ,SDF4 
C3 ,C5AR2 
C3 ,PCYOX1 
C3 ,STOML2 
C5 ,C9 
C5 ,C2 
C5 ,C8B 
C5 ,C4B 
C5 ,C7 
C5 ,C6 
C5 ,C5AR1 
TIMP1 ,MMP1 
TIMP1 ,MMP2 
TIMP1 ,MMP9 
TIMP1 ,LRP1 
TIMP1 ,MYOC 
CST3 ,APOA1 
CST3 ,APOE 
CST3 ,APOA2 
CST3 ,APOC2 
CST3 ,FGA 
CST3 ,FN1 
CST3 ,AHSG 
CST3 ,ALB 
CST3 ,PPBP 
CST3 ,HPX 
CST3 ,KRT1 
CST3 ,GSN 
CST3 ,KLK3 
CST3 ,CTSL 
CST3 ,CFH 
CST3 ,F7 
CST3 ,F7
CST3 ,C4A 
CST3 ,PF4V1 
CST3 ,ITIH1 
CST3 ,PRSS3 
CST3 ,ADRA1B 
CST3 ,OR3A2 
CST3 ,DCD 
CST3 ,SLC1A5
CST3 ,OR2T6 
CST3 ,RYR2 
CST3 ,OR8D2 
KNG1 ,F11 
KNG1 ,KLKB1 
KNG1 ,ITGB2 
KNG1 ,THBS1 
KNG1 ,BDKRB1 
KNG1 ,PLAUR 
KNG1 ,C1QBP 
KNG1,F11 
KNG1,THBS1 
KNG1,PLAUR
PDGFB ,COL1A1 
PDGFB ,PDGFA 
PDGFB ,PDGFRB 
PDGFB ,PDGFRA 
PDGFB ,LRP1 
PDGFB,COL1A1 
PDGFB,THBS1 
PDGFB,PDGFRB 
PDGFB,PDGFRA 
PDGFB,HSPG2 
PDGFB,LRP1 
LDLR ,APOE 
LDLR ,APOH 
LDLR ,ITGB2 
LDLR ,CTSD 
LDLR ,ITGA4 
LDLR ,HSP90B1 
LDLR ,ITGAL 
LDLR ,CALR 
LDLR ,LRPAP1 
LDLR ,KIR3DL1 
LDLR ,KIR3DL2 
LDLR ,HSPA13 
LDLR ,EFEMP1 
LDLR ,CHI3L2 
LDLR ,SDF2 
LDLR ,PCSK9 
LDLR ,SDF4 
LDLR ,ERP44 
LDLR ,SDF2L1 
LDLR ,UGGT1 
LDLR ,HYOU1 
EGF ,ERBB2
EGF ,ERBB3 
EGF ,GRK2 
TGFA ,ERBB2
TGFA ,ERBB4
TGFB1 ,APP 
TGFB1 ,ITGAV 
TGFB1 ,LAMB1 
TGFB1 ,THBS1 
TGFB1 ,MMP2 
TGFB1 ,ITGB6 
TGFB1 ,ITGB8 
TGFB1 ,TGFBR1 
TGFB1 ,MMP14 
TGFB1 ,TGFB2 
TGFB1 ,TGFBR3 
TGFB1 ,SCUBE3 
TGFB1 ,LTBP4 
TGFB1 ,TGFBR2 
TGFB1 ,LTBP3 
NGF ,NTRK1
NGF ,NGFR 
NGF ,SORT1 
NGF ,SORT1
GNRH1 ,GNRHR
NPPA ,NPR1 
OXT ,ESR2 
AVP ,AVPR2 
AVP ,AVPR1A 
POMC ,MC4R 
POMC ,MC5R 
POMC ,MC1R 
PENK ,OPRM1 
CGA ,TSHB 
CGA ,FSHB 
CGA ,PTN 
CGA ,LHCGR 
CGA ,FSHR 
TSHB ,TSHR
FSHB ,FSHR 
LHB ,LHCGR 
PRL ,PRLR 
PRL ,PRLR
GH2 ,GHR 
TG ,APCS 
TG ,P4HB 
TG ,ASGR1 
TG ,HSP90B1 
TG ,HYOU1 
PTH ,PTH1R 
VIP ,DPP4 
VIP ,VIPR1 
VIP ,AVPR1A 
VIP ,FAP 
IGF2 ,INSR 
IGF2 ,IGF1R 
IGF2 ,IGFBP1 
IGF2 ,IGF2R 
IGF2 ,IDE 
IGF2 ,IGFBP3 
IGF2 ,IGFBP2 
IGF2 ,IGFBP4 
IGF2 ,IGFBP6 
IGF2 ,IGFBP5 
IGF2 ,CCN3 
IGF2 ,IGFBP7 
IGF2 ,CRELD2 
GAST ,TF 
LTA ,TNFRSF1B 
LTA ,LTB 
LTA ,TNFRSF14 
TNF ,IFNG 
TNF ,DCN
TNF ,CSF1 
TNF ,SCG2 
TNF ,TNFRSF1A 
TNF ,TNFRSF1B 
TNF ,BGN 
TNF ,PTPRZ1 
TNF ,SPOCK1 
TNF ,TRAF2 
TNF ,ADAM9
TNF ,MMP17 
IFNA2 ,IFNAR1 
IFNA2 ,IFNAR2 
IFNB1 ,IFNAR1 
IFNB1 ,IFNAR2 
IFNB1 ,IFNAR2
IFNG ,IFNGR1 
IL1B ,IL1R1 
IL1B ,IL1R2 
IL1B ,IL1RAP 
IL2RA ,CD4 
IL2RA ,ICAM1 
IL2RA ,IL2RB 
IL2RA ,IL2RG 
IL2RA ,IL2 
JCHAIN ,CD79A
CD4 ,P02789
CD4 ,ANXA1 
CD4 ,ANXA2 
CD4 ,RPSA 
CD4 ,CCR5 
CD4 ,CXCR4 
CD8A ,PTPRC 
CD8A ,LGALS1 
PIGR ,APOA1 
PIGR ,FGA 
PIGR ,FGB 
PIGR ,TFRC 
PIGR ,TF 
PIGR ,AMY2A 
PIGR ,ITGB1 
PIGR ,ITGAV 
PIGR ,CTSD 
PIGR ,PSAP 
PIGR ,GUSB 
PIGR ,ITGA5 
PIGR ,CLU 
PIGR ,LAMC1 
PIGR ,IGF2R 
PIGR ,FOLR1 
PIGR ,CD44 
PIGR ,M6PR 
PIGR ,COL5A1 
PIGR ,ITGA3 
PIGR ,L1CAM 
PIGR ,FBN1 
PIGR ,BSG 
PIGR ,BTD 
PIGR ,HSPA13 
PIGR ,PPT1 
PIGR ,ATP1B3 
PIGR ,LGALS3BP 
PIGR ,P3H1 
PIGR ,TREML2 
PIGR ,CD276 
PIGR ,SCARB1 
PIGR ,TSPEAR 
PIGR ,SIAE 
PIGR ,DMBT1 
PIGR ,PCYOX1 
PIGR ,DPP7 
PIGR ,HYOU1 
HLA-DRA ,CD74 
HLA-DRA ,HSP90B1 
HLA-DQA2 ,HLA-DQB1 
HLA-DQA2 ,HLA-DQB1 
HLA-DQA1 ,HLA-DQB1 
HLA-DQA1 ,CD74 
HLA-DQA1 ,HLA-DQB1 
COL1A1 ,VWF 
COL1A1 ,ITGB1 
COL1A1 ,DCN
COL1A1 ,COL1A2 
COL1A1 ,NID1 
COL1A1 ,IGFBP3 
COL1A1 ,COL5A1 
COL1A1 ,LUM 
COL1A1 ,ITGA11 
COL2A1 ,FN1 
COL2A1 ,THBS1 
COL2A1 ,ANXA5 
COL2A1 ,COL11A1 
COL2A1 ,COL6A1 
COL2A1 ,COL11A2 
COL2A1 ,MAG 
COL2A1 ,DDR1 
COL2A1 ,COL9A3 
COL2A1,COL4A1 
COL2A1,MMP1 
COL2A1,THBS1 
COL2A1,ITGA2B
COL2A1,COL4A2 
COL2A1,ANXA5 
COL2A1,COL6A1 
COL2A1,MAG
COL2A1,COMP 
COL2A1,DDR1
COL2A1,COL9A3 
COL2A1,LOXL4 
COL3A1 ,THBS1 
COL4A1 ,FN1 
COL4A1 ,SERPINE2
COL4A1 ,COL4A2 
COL4A1 ,COL6A1 
COL4A1 ,NID1 
COL4A1 ,ACHE
APOA1 ,APOE 
APOA1 ,APOA2 
APOA1 ,APOC2 
APOA1 ,FGA 
APOA1 ,FGB 
APOA1 ,C1QA 
APOA1 ,C1QC 
APOA1 ,FN1 
APOA1 ,AHSG 
APOA1 ,ALB 
APOA1 ,PPBP 
APOA1 ,TF 
APOA1 ,HPX 
APOA1 ,KRT1 
APOA1 ,SERPIND1 
APOA1 ,GSN 
APOA1 ,KLK3 
APOA1 ,PRSS1 
APOA1 ,CTSL 
APOA1 ,CFH 
APOA1 ,F7 
APOA1 ,F7
APOA1 ,C4A 
APOA1 ,PF4V1 
APOA1 ,CLU 
APOA1 ,FGFR1 
APOA1 ,ELN 
APOA1 ,ITGA2 
APOA1 ,ITIH1 
APOA1 ,RYR1 
APOA1 ,RYR1
APOA1 ,AOAH 
APOA1 ,PRSS3 
APOA1 ,ADRA1B 
APOA1 ,SAA4 
APOA1 ,DCC 
APOA1 ,OR3A2 
APOA1 ,TGM4 
APOA1 ,GDF10 
APOA1 ,DCD 
APOA1 ,RUNX1 
APOA1 ,RUNX1
APOA1 ,PAPPA 
APOA1 ,ICAM4 
APOA1 ,SLC1A5 
APOA1 ,SLC1A5
APOA1 ,LTBP4 
APOA1 ,OR5H6 
APOA1 ,OR2T6 
APOA1 ,SMPDL3A 
APOA1 ,RYR2 
APOA1 ,OR8D2 
APOA1 ,GABBR1 
APOE ,APOA2 
APOE ,APOC2 
APOE ,ALB 
APOE ,PPBP 
APOE ,TFRC 
APOE ,HPX 
APOE ,ALDOA 
APOE ,KRT1 
APOE ,S100A8 
APOE ,ITGB1 
APOE ,KLK3 
APOE ,CTSD 
APOE ,ANXA2 
APOE ,PRSS1 
APOE ,CTSL 
APOE ,ITGA5 
APOE ,F7
APOE ,HMGB1 
APOE ,CTSH 
APOE ,PF4V1 
APOE ,IGF2R 
APOE ,ITGA4 
APOE ,PKM 
APOE ,ITGA2 
APOE ,VCAM1 
APOE ,ITIH1 
APOE ,HMGB2 
APOE ,S100A7 
APOE ,ADRA1B 
APOE ,DCC 
APOE ,OR3A2 
APOE ,PPT1 
APOE ,DCD 
APOE ,SLC1A5 
APOE ,SLC1A5
APOE ,OR2T6 
APOE ,RYR2 
APOE ,LOXL4 
APOE ,OR8D2 
APOA2 ,APOC2 
APOA2 ,FGA 
APOA2 ,FN1 
APOA2 ,AHSG 
APOA2 ,ALB 
APOA2 ,PPBP 
APOA2 ,HPX 
APOA2 ,KRT1 
APOA2 ,GSN 
APOA2 ,KLK3 
APOA2 ,PRSS1 
APOA2 ,PSAP 
APOA2 ,CTSL 
APOA2 ,CFH 
APOA2 ,F7 
APOA2 ,F7
APOA2 ,C4A 
APOA2 ,PF4V1 
APOA2 ,CDH1 
APOA2 ,ITGA2 
APOA2 ,ITIH1 
APOA2 ,GRN 
APOA2 ,RYK 
APOA2 ,PRSS3 
APOA2 ,ADRA1B 
APOA2 ,DCC 
APOA2 ,OR3A2 
APOA2 ,DCD 
APOA2 ,SLC1A5 
APOA2 ,SLC1A5
APOA2 ,OR2T6 
APOA2 ,RYR2 
APOA2 ,OR8D2 
APOC2 ,FGA 
APOC2 ,FN1 
APOC2 ,AHSG 
APOC2 ,ALB 
APOC2 ,PPBP 
APOC2 ,HPX 
APOC2 ,KRT1 
APOC2 ,GSN 
APOC2 ,KLK3 
APOC2 ,CTSL 
APOC2 ,CFH 
APOC2 ,F7 
APOC2 ,F7
APOC2 ,C4A 
APOC2 ,PF4V1 
APOC2 ,ITIH1 
APOC2 ,PRSS3 
APOC2 ,ADRA1B 
APOC2 ,OR3A2 
APOC2 ,DCD 
APOC2 ,SLC1A5
APOC2 ,OR2T6 
APOC2 ,RYR2 
APOC2 ,OR8D2 
FGA ,FGB 
FGA ,FGG 
FGA ,C1QA 
FGA ,C1QC 
FGA ,FN1 
FGA ,AHSG 
FGA ,ALB 
FGA ,PPBP 
FGA ,TF 
FGA ,HPX 
FGA ,KRT1 
FGA ,SERPIND1 
FGA ,GSN 
FGA ,KLK3 
FGA ,CTSL 
FGA ,THBS1 
FGA ,CFH 
FGA ,F7 
FGA ,C4A 
FGA ,PF4V1 
FGA ,CLU 
FGA ,FGFR1 
FGA ,NID1 
FGA ,ELN 
FGA ,ITIH1 
FGA ,AOAH 
FGA ,PRSS3 
FGA ,ADRA1B 
FGA ,SAA4 
FGA ,OR3A2 
FGA ,TGM4 
FGA ,GDF10 
FGA ,DCD 
FGA ,PAPPA 
FGA ,ICAM4 
FGA ,LTBP4 
FGA ,OR2T6 
FGA ,SMPDL3A 
FGA ,RYR2 
FGA ,OR8D2 
FGA ,GABBR1 
FGA,FGB 
FGA,FGG 
FGB ,FGG 
FGB ,TF 
FGB ,NID1 
FGG ,HRG 
FGG ,F13B 
FGG ,ICAM1 
FGG,F13B 
CLPS ,PNLIP 
CHRNA1 ,CHRNG 
CHRNA1 ,CHRNE 
CHRNA1 ,ITGA7 
CHRNA1,CHRNG 
CHRNA1,CHRNE 
CHRNA1,CHRND 
CHRNA1,ITGA7
CRP ,APCS 
CRP ,FN1 
CRP ,FCGR1A 
CRP ,FCGR2A 
CRP ,FCGR2A
CRP ,FCAR 
CRP ,FCN2 
CRP ,LAMC3 
APCS ,FN1 
APCS ,FCGR3A 
APCS ,FCGR1A 
APCS ,LAMA1 
C1QA ,C1QB 
C1QA ,C1QC 
C1QA ,FN1 
C1QA ,HRG 
C1QA ,KRT1 
C1QA ,CTSL 
C1QA ,CLU 
C1QA ,CR1 
C1QA ,C1QBP 
C1QA ,LRP1 
C1QA ,SFTPA1 
C1QA ,SMPDL3A 
C1QA ,CD93 
C1QB ,C1QC 
C1QB ,HRG 
C1QB ,DEFA1 
C1QB ,LRP1 
C1QB ,MYOC 
C1QB ,EDA2R 
C1QC ,FN1 
C1QC ,KRT1 
C1QC ,CTSL 
C1QC ,CLU 
C1QC ,LRP1 
C1QC ,SMPDL3A 
C9 ,C8A 
C9 ,C8B 
C9 ,CLU 
APOH ,ANXA2 
APOH ,LRP2 
APOH ,LRP8 
LRG1 ,ENG 
LRG1 ,TGFBR1 
LRG1 ,ACVRL1 
FN1 ,AHSG 
FN1 ,ALB 
FN1 ,PPBP 
FN1 ,TFRC 
FN1 ,TF 
FN1 ,HPX 
FN1 ,ALDOA 
FN1 ,ANXA1 
FN1 ,PDGFA 
FN1 ,HRG 
FN1 ,KRT1 
FN1 ,ITGB3 
FN1 ,SERPIND1 
FN1 ,ITGB1 
FN1 ,GSN 
FN1 ,ITGAV 
FN1 ,KLK3 
FN1 ,ANXA2 
FN1 ,CTSL 
FN1 ,THBS1 
FN1 ,COL1A2 
FN1 ,MMP2 
FN1 ,ITGA2B 
FN1 ,CFH 
FN1 ,ITGA5 
FN1 ,F7 
FN1 ,LGALS1 
FN1 ,HMGB1 
FN1 ,C4A 
FN1 ,PF4V1 
FN1 ,CLU 
FN1 ,FGFR1 
FN1 ,IGF2R 
FN1 ,COL6A1 
FN1 ,ITGA4 
FN1 ,HGF 
FN1 ,PKM 
FN1 ,ELN 
FN1 ,IGFBP3 
FN1 ,ITGB6 
FN1 ,ITIH1 
FN1 ,RYR1 
FN1 ,COL8A2 
FN1 ,HMGB2 
FN1 ,AOAH 
FN1 ,COL4A5 
FN1 ,PRSS3 
FN1 ,ADRA1B 
FN1 ,SAA4 
FN1 ,OR3A2 
FN1 ,CCN3 
FN1 ,TGM4 
FN1 ,GDF10 
FN1 ,DCD 
FN1 ,HSPG2 
FN1 ,RUNX1 
FN1 ,C1QBP 
FN1 ,PAPPA 
FN1 ,ICAM4 
FN1 ,MIA 
FN1 ,P3H1 
FN1 ,SAR1A 
FN1 ,LTBP4 
FN1 ,OR5H6 
FN1 ,OR2T6 
FN1 ,SMPDL3A 
FN1 ,RYR2 
FN1 ,ADIPOR1 
FN1 ,AP2M1 
FN1 ,ERBIN 
FN1 ,MYOC 
FN1 ,OR8D2 
FN1 ,SDF2L1 
FN1 ,GABBR1 
RBP4 ,ALB 
AHSG ,ALB 
AHSG ,PPBP 
AHSG ,TFRC 
AHSG ,HPX 
AHSG ,ALDOA 
AHSG ,ANXA1 
AHSG ,KRT1 
AHSG ,ITGB1 
AHSG ,INSR 
AHSG ,GSN 
AHSG ,P4HB 
AHSG ,CFH 
AHSG ,F7 
AHSG ,ANXA5 
AHSG ,TACSTD2 
AHSG ,C4A 
AHSG ,PF4V1 
AHSG ,PKM 
AHSG ,HSP90B1 
AHSG ,CD44 
AHSG ,ITGB4 
AHSG ,ITGA2 
AHSG ,ITIH1 
AHSG ,CALR 
AHSG ,PRDX5 
AHSG ,PRSS3 
AHSG ,BSG 
AHSG ,OR3A2 
AHSG ,DCD 
AHSG ,RYR2 
AHSG ,MYDGF 
AHSG ,OR8D2 
AHSG ,LY96
ALB ,PPBP 
ALB ,TFRC 
ALB ,TF 
ALB ,HPX 
ALB ,ALDOA 
ALB ,KRT1 
ALB ,S100A8 
ALB ,SERPIND1 
ALB ,ITGB1 
ALB ,GSN 
ALB ,KLK3 
ALB ,ANXA2 
ALB ,PRSS1 
ALB ,CTSL 
ALB ,CTSB 
ALB ,THBS1 
ALB ,CFH 
ALB ,F7 
ALB ,F7
ALB ,RPSA 
ALB ,ALPI 
ALB ,C4A 
ALB ,PF4V1 
ALB ,CLU 
ALB ,FGFR1 
ALB ,ELN 
ALB ,ITGA2 
ALB ,ITIH1 
ALB ,MAG 
ALB ,MSR1 
ALB ,RYR1 
ALB ,RYR1
ALB ,TNXB 
ALB ,COL8A2 
ALB ,AOAH 
ALB ,PRSS3 
ALB ,ADRA1B 
ALB ,SAA4 
ALB ,DCC 
ALB ,OR3A2 
ALB ,TGM4 
ALB ,GDF10 
ALB ,FCGRT 
ALB ,DCD 
ALB ,C1QBP 
ALB ,PAPPA 
ALB ,ICAM4 
ALB ,CDSN 
ALB ,SLC1A5 
ALB ,SLC1A5
ALB ,SDF2 
ALB ,ANKAR 
ALB ,LTBP4 
ALB ,OR2T6 
ALB ,RYR2 
ALB ,ERP44 
ALB ,OR8D2 
ALB ,CRISPLD2 
ALB ,GABBR1 
ALB ,ITGA11 
ALB ,NOTCH3 
AFP ,HMGB1 
AFP ,CCR5 
PPBP ,HPX 
PPBP ,KRT1 
PPBP ,GSN 
PPBP ,KLK3 
PPBP ,CTSL 
PPBP ,CFH 
PPBP ,F7 
PPBP ,F7
PPBP ,C4A 
PPBP ,PF4V1 
PPBP ,ITIH1 
PPBP ,EFNA1
PPBP ,NR4A1 
PPBP ,PRSS3 
PPBP ,ADRA1B 
PPBP ,OR3A2 
PPBP ,DCD 
PPBP ,SLC1A5
PPBP ,OR2T6 
PPBP ,RYR2 
PPBP ,OR8D2 
PF4 ,PROC 
PF4 ,THBS1 
PF4 ,FGF2 
PF4 ,SRGN 
PF4 ,CXCL8 
PF4 ,CXCR3 
CXCL10 ,VCAN 
CXCL10 ,DPP4 
CXCL10 ,CXCR3 
CXCL10 ,CCR3 
CXCL10 ,IGFBP7 
TFRC ,ALDOA 
TFRC ,ANXA1 
TFRC ,KRT1 
TFRC ,ERBB2 
TFRC ,S100A8 
TFRC ,ITGB1 
TFRC ,ITGAV 
TFRC ,P4HB 
TFRC ,CTSD 
TFRC ,ANXA2 
TFRC ,PSAP 
TFRC ,HSP90AA1
TFRC ,GUSB 
TFRC ,ITGA5 
TFRC ,ANXA5 
TFRC ,RPSA 
TFRC ,LGALS1 
TFRC ,HMGB1 
TFRC ,CTSH 
TFRC ,TACSTD2 
TFRC ,ALPI 
TFRC ,CLU 
TFRC ,LAMC1 
TFRC ,IGF2R 
TFRC ,GP1BB 
TFRC ,ITGA4 
TFRC ,PKM 
TFRC ,HSP90B1 
TFRC ,FOLR1 
TFRC ,CD44 
TFRC ,ITGB4 
TFRC ,ITGA2 
TFRC ,VCAM1 
TFRC ,M6PR 
TFRC ,COL5A1 
TFRC ,CD9 
TFRC ,TNXB 
TFRC ,ITGA6 
TFRC ,ITGA3 
TFRC ,HMGB2 
TFRC ,CALR 
TFRC ,PRDX5 
TFRC ,S100A7 
TFRC ,L1CAM 
TFRC ,FBN1 
TFRC ,BSG 
TFRC ,BTD 
TFRC ,HSPA13 
TFRC ,PPT1 
TFRC ,HNRNPM 
TFRC ,YARS1 
TFRC ,ATP1B3 
TFRC ,B2M 
TFRC ,HSPG2 
